,label,area (sq µm)
1949,1949,764
1950,1950,768
1951,1951,773
1952,1952,768
1953,1953,785
1954,1954,779
1955,1955,802
1956,1956,791
1957,1957,797
1958,1958,804
1959,1959,809
1960,1960,819
1961,1961,818
1962,1962,833
1963,1963,832
1964,1964,838
1965,1965,845
1966,1966,858
1967,1967,854
1968,1968,846
1969,1969,872
1970,1970,862
1971,1971,873
1972,1972,883
1973,1973,885
1974,1974,891
1975,1975,908
1976,1976,902
1977,1977,917
1978,1978,902
1979,1979,915
1980,1980,915
1981,1981,944
1982,1982,942
1983,1983,927
1984,1984,976
1985,1985,958
1986,1986,950
1987,1987,956
1988,1988,956
1989,1989,964
1990,1990,978
1991,1991,980
1992,1992,974
1993,1993,974
1994,1994,992
1995,1995,964
1996,1996,1001
1997,1997,1007
1998,1998,1015
1999,1999,0
2000,2000,1024
2001,2001,1027
2002,2002,1049
2003,2003,1061
2004,2004,1048
2005,2005,1044
2006,2006,1037
2007,2007,1062
2008,2008,1053
2009,2009,1066
2010,2010,1055
2011,2011,1018
2012,2012,1012
2013,2013,1030
2014,2014,1011
2015,2015,998
2016,2016,1002
2017,2017,999
2018,2018,1001
2019,2019,993
2020,2020,1018
2021,2021,1038
2022,2022,591
2023,2023,1085
2024,2024,609
2025,2025,609
2026,2026,616
2027,2027,619
2028,2028,629
2029,2029,1125
2030,2030,1140
2031,2031,1203
2032,2032,1212
2033,2033,1238
2034,2034,1250
2035,2035,1238
2036,2036,702
2037,2037,688
2038,2038,710
2039,2039,716
2040,2040,698
2041,2041,706
2042,2042,717
2043,2043,718
2044,2044,730
2045,2045,725
2046,2046,745
2047,2047,736
2048,2048,747
2049,2049,756
2050,2050,756
2051,2051,760
2052,2052,756
2053,2053,774
2054,2054,764
2055,2055,777
2056,2056,795
2057,2057,787
2058,2058,799
2059,2059,798
2060,2060,805
2061,2061,811
2062,2062,823
2063,2063,843
2064,2064,848
2065,2065,826
2066,2066,859
2067,2067,865
2068,2068,866
2069,2069,885
2070,2070,875
2071,2071,893
2072,2072,890
2073,2073,887
2074,2074,912
2075,2075,916
2076,2076,905
2077,2077,914
2078,2078,890
2079,2079,930
2080,2080,887
2081,2081,898
2082,2082,892
2083,2083,911
2084,2084,919
2085,2085,919
2086,2086,921
2087,2087,932
2088,2088,920
2089,2089,943
2090,2090,934
2091,2091,944
2092,2092,954
2093,2093,976
2094,2094,996
2095,2095,980
2096,2096,965
2097,2097,1005
2098,2098,956
2099,2099,872
2100,2100,884
2101,2101,931
2102,2102,954
2103,2103,888
2104,2104,789
2105,2105,1061
2106,2106,1065
2107,2107,1068
2108,2108,1073
2109,2109,1080
2110,2110,1089
2111,2111,1090
2112,2112,1091
2113,2113,1096
2114,2114,1140
2115,2115,1147
2116,2116,1153
2117,2117,1160
2118,2118,1158
2119,2119,1168
2120,2120,1171
2121,2121,1168
2122,2122,1179
2123,2123,1177
2124,2124,1190
2125,2125,1173
2126,2126,1199
2127,2127,1159
2128,2128,1151
2129,2129,1195
2130,2130,1201
2131,2131,1186
2132,2132,1143
2133,2133,1147
2134,2134,1193
2135,2135,1176
2136,2136,1207
2137,2137,693
2138,2138,705
2139,2139,714
2140,2140,681
2141,2141,712
2142,2142,687
2143,2143,710
2144,2144,743
2145,2145,747
2146,2146,763
2147,2147,752
2148,2148,760
2149,2149,741
2150,2150,758
2151,2151,766
2152,2152,790
2153,2153,759
2154,2154,765
2155,2155,730
2156,2156,719
2157,2157,748
2158,2158,727
2159,2159,748
2160,2160,810
2161,2161,818
2162,2162,814
2163,2163,819
2164,2164,824
2165,2165,831
2166,2166,832
2167,2167,844
2168,2168,851
2169,2169,852
2170,2170,863
2171,2171,874
2172,2172,876
2173,2173,886
2174,2174,893
2175,2175,885
2176,2176,888
2177,2177,896
2178,2178,907
2179,2179,914
2180,2180,923
2181,2181,947
2182,2182,945
2183,2183,948
2184,2184,950
2185,2185,969
2186,2186,953
2187,2187,955
2188,2188,970
2189,2189,958
2190,2190,952
2191,2191,952
2192,2192,963
2193,2193,969
2194,2194,975
2195,2195,931
2196,2196,1006
2197,2197,1022
2198,2198,1000
2199,2199,1012
2200,2200,1038
2201,2201,1055
2202,2202,1031
2203,2203,1033
2204,2204,1054
2205,2205,1059
2206,2206,1068
2207,2207,1074
2208,2208,1098
2209,2209,1085
2210,2210,1084
2211,2211,1113
2212,2212,1112
2213,2213,1131
2214,2214,1099
2215,2215,1106
2216,2216,1111
2217,2217,1121
2218,2218,1137
2219,2219,1110
2220,2220,587
2221,2221,548
2222,2222,562
2223,2223,569
2224,2224,570
2225,2225,580
2226,2226,568
2227,2227,616
2228,2228,905
2229,2229,1116
2230,2230,580
2231,2231,603
2232,2232,611
2233,2233,606
2234,2234,604
2235,2235,610
2236,2236,639
2237,2237,634
2238,2238,625
2239,2239,629
2240,2240,629
2241,2241,627
2242,2242,648
2243,2243,649
2244,2244,646
2245,2245,650
2246,2246,665
2247,2247,659
2248,2248,652
2249,2249,662
2250,2250,668
2251,2251,680
2252,2252,665
2253,2253,689
2254,2254,693
2255,2255,702
2256,2256,711
2257,2257,711
2258,2258,717
2259,2259,716
2260,2260,711
2261,2261,723
2262,2262,730
2263,2263,733
2264,2264,739
2265,2265,743
2266,2266,753
2267,2267,750
2268,2268,753
2269,2269,762
2270,2270,764
2271,2271,773
2272,2272,774
2273,2273,787
2274,2274,793
2275,2275,797
2276,2276,796
2277,2277,787
2278,2278,809
2279,2279,812
2280,2280,820
2281,2281,827
2282,2282,830
2283,2283,838
2284,2284,840
2285,2285,848
2286,2286,846
2287,2287,857
2288,2288,863
2289,2289,869
2290,2290,869
2291,2291,878
2292,2292,880
2293,2293,891
2294,2294,897
2295,2295,906
2296,2296,907
2297,2297,918
2298,2298,913
2299,2299,923
2300,2300,929
2301,2301,936
2302,2302,936
2303,2303,948
2304,2304,958
2305,2305,970
2306,2306,973
2307,2307,970
2308,2308,976
2309,2309,987
2310,2310,1000
2311,2311,999
2312,2312,1005
2313,2313,1008
2314,2314,1001
2315,2315,972
2316,2316,965
2317,2317,990
2318,2318,997
2319,2319,498
2320,2320,507
2321,2321,515
2322,2322,523
2323,2323,519
2324,2324,523
2325,2325,526
2326,2326,522
2327,2327,1051
2328,2328,554
2329,2329,545
2330,2330,553
2331,2331,543
2332,2332,548
2333,2333,553
2334,2334,555
2335,2335,571
2336,2336,580
2337,2337,587
2338,2338,583
2339,2339,606
2340,2340,582
2341,2341,600
2342,2342,604
2343,2343,605
2344,2344,608
2345,2345,627
2346,2346,607
2347,2347,638
2348,2348,637
2349,2349,642
2350,2350,639
2351,2351,637
2352,2352,641
2353,2353,647
2354,2354,644
2355,2355,647
2356,2356,670
2357,2357,673
2358,2358,677
2359,2359,667
2360,2360,677
2361,2361,678
2362,2362,693
2363,2363,695
2364,2364,703
2365,2365,692
2366,2366,715
2367,2367,708
2368,2368,706
2369,2369,725
2370,2370,731
2371,2371,738
2372,2372,731
2373,2373,745
2374,2374,742
2375,2375,759
2376,2376,752
2377,2377,757
2378,2378,768
2379,2379,775
2380,2380,781
2381,2381,777
2382,2382,792
2383,2383,802
2384,2384,790
2385,2385,801
2386,2386,810
2387,2387,820
2388,2388,824
2389,2389,825
2390,2390,844
2391,2391,845
2392,2392,858
2393,2393,848
2394,2394,852
2395,2395,867
2396,2396,871
2397,2397,877
2398,2398,876
2399,2399,889
2400,2400,896
2401,2401,904
2402,2402,908
2403,2403,922
2404,2404,926
2405,2405,934
2406,2406,945
2407,2407,952
2408,2408,969
2409,2409,972
2410,2410,969
2411,2411,977
2412,2412,988
2413,2413,993
2414,2414,999
2415,2415,1011
2416,2416,1007
2417,2417,952
2418,2418,966
2419,2419,949
2420,2420,965
2421,2421,977
2422,2422,975
2423,2423,1012
2424,2424,561
2425,2425,573
2426,2426,561
2427,2427,600
2428,2428,576
2429,2429,569
2430,2430,891
2431,2431,782
2432,2432,563
2433,2433,581
2434,2434,598
2435,2435,610
2436,2436,621
2437,2437,622
2438,2438,623
2439,2439,630
2440,2440,637
2441,2441,658
2442,2442,644
2443,2443,639
2444,2444,654
2445,2445,669
2446,2446,665
2447,2447,669
2448,2448,680
2449,2449,676
2450,2450,678
2451,2451,701
2452,2452,705
2453,2453,710
2454,2454,709
2455,2455,714
2456,2456,723
2457,2457,724
2458,2458,733
2459,2459,738
2460,2460,739
2461,2461,744
2462,2462,742
2463,2463,757
2464,2464,767
2465,2465,768
2466,2466,770
2467,2467,779
2468,2468,776
2469,2469,787
2470,2470,786
2471,2471,804
2472,2472,801
2473,2473,805
2474,2474,814
2475,2475,813
2476,2476,820
2477,2477,827
2478,2478,837
2479,2479,837
2480,2480,834
2481,2481,840
2482,2482,853
2483,2483,846
2484,2484,859
2485,2485,861
2486,2486,867
2487,2487,869
2488,2488,864
2489,2489,871
2490,2490,880
2491,2491,883
2492,2492,886
2493,2493,901
2494,2494,900
2495,2495,884
2496,2496,922
2497,2497,914
2498,2498,926
2499,2499,926
2500,2500,950
2501,2501,963
2502,2502,953
2503,2503,957
2504,2504,969
2505,2505,961
2506,2506,973
2507,2507,978
2508,2508,987
2509,2509,992
2510,2510,995
2511,2511,1006
2512,2512,1009
2513,2513,1010
2514,2514,1024
2515,2515,1039
2516,2516,1047
2517,2517,1050
2518,2518,1051
2519,2519,1028
2520,2520,1026
2521,2521,1035
2522,2522,1050
2523,2523,1053
2524,2524,597
2525,2525,584
2526,2526,569
2527,2527,609
2528,2528,1026
2529,2529,1081
2530,2530,903
2531,2531,928
2532,2532,1108
2533,2533,911
2534,2534,1091
2535,2535,1138
2536,2536,641
2537,2537,645
2538,2538,662
2539,2539,654
2540,2540,656
2541,2541,668
2542,2542,670
2543,2543,684
2544,2544,680
2545,2545,681
2546,2546,691
2547,2547,695
2548,2548,712
2549,2549,712
2550,2550,711
2551,2551,704
2552,2552,721
2553,2553,735
2554,2554,736
2555,2555,728
2556,2556,738
2557,2557,752
2558,2558,751
2559,2559,761
2560,2560,771
2561,2561,767
2562,2562,780
2563,2563,783
2564,2564,777
2565,2565,794
2566,2566,787
2567,2567,787
2568,2568,794
2569,2569,812
2570,2570,819
2571,2571,816
2572,2572,825
2573,2573,818
2574,2574,836
2575,2575,822
2576,2576,826
2577,2577,842
2578,2578,837
2579,2579,852
2580,2580,856
2581,2581,861
2582,2582,885
2583,2583,871
2584,2584,880
2585,2585,887
2586,2586,892
2587,2587,878
2588,2588,888
2589,2589,909
2590,2590,920
2591,2591,931
2592,2592,940
2593,2593,941
2594,2594,945
2595,2595,949
2596,2596,964
2597,2597,970
2598,2598,968
2599,2599,982
2600,2600,987
2601,2601,992
2602,2602,988
2603,2603,1003
2604,2604,1010
2605,2605,1017
2606,2606,1036
2607,2607,1032
2608,2608,1043
2609,2609,1041
2610,2610,1056
2611,2611,1050
2612,2612,1060
2613,2613,1065
2614,2614,1077
2615,2615,1079
2616,2616,1068
2617,2617,1090
2618,2618,1091
2619,2619,1101
2620,2620,1100
2621,2621,1080
2622,2622,1099
2623,2623,1102
2624,2624,1120
2625,2625,653
2626,2626,638
2627,2627,651
2628,2628,657
2629,2629,652
2630,2630,672
2631,2631,669
2632,2632,676
2633,2633,670
2634,2634,675
2635,2635,691
2636,2636,690
2637,2637,684
2638,2638,688
2639,2639,709
2640,2640,709
2641,2641,689
2642,2642,702
2643,2643,720
2644,2644,712
2645,2645,727
2646,2646,736
2647,2647,734
2648,2648,734
2649,2649,755
2650,2650,734
2651,2651,745
2652,2652,752
2653,2653,766
2654,2654,766
2655,2655,781
2656,2656,790
2657,2657,770
2658,2658,800
2659,2659,803
2660,2660,806
2661,2661,804
2662,2662,819
2663,2663,822
2664,2664,825
2665,2665,850
2666,2666,858
2667,2667,856
2668,2668,854
2669,2669,868
2670,2670,863
2671,2671,866
2672,2672,879
2673,2673,884
2674,2674,891
2675,2675,906
2676,2676,903
2677,2677,917
2678,2678,935
2679,2679,928
2680,2680,930
2681,2681,939
2682,2682,947
2683,2683,969
2684,2684,948
2685,2685,932
2686,2686,949
2687,2687,952
2688,2688,943
2689,2689,936
2690,2690,948
2691,2691,988
2692,2692,960
2693,2693,941
2694,2694,949
2695,2695,1017
2696,2696,1017
2697,2697,999
2698,2698,1012
2699,2699,985
2700,2700,995
2701,2701,1006
2702,2702,1017
2703,2703,1013
2704,2704,1019
2705,2705,1046
2706,2706,1035
2707,2707,1018
2708,2708,1037
2709,2709,1037
2710,2710,1041
2711,2711,1074
2712,2712,1082
2713,2713,1068
2714,2714,1073
2715,2715,1167
2716,2716,1134
2717,2717,1106
2718,2718,1113
2719,2719,1125
2720,2720,1135
2721,2721,1140
2722,2722,571
2723,2723,608
2724,2724,621
2725,2725,631
2726,2726,657
2727,2727,662
2728,2728,670
2729,2729,668
2730,2730,673
2731,2731,678
2732,2732,686
2733,2733,698
2734,2734,706
2735,2735,697
2736,2736,705
2737,2737,699
2738,2738,715
2739,2739,699
2740,2740,725
2741,2741,721
2742,2742,739
2743,2743,733
2744,2744,735
2745,2745,736
2746,2746,740
2747,2747,741
2748,2748,738
2749,2749,747
2750,2750,750
2751,2751,774
2752,2752,763
2753,2753,775
2754,2754,780
2755,2755,787
2756,2756,782
2757,2757,790
2758,2758,799
2759,2759,801
2760,2760,813
2761,2761,827
2762,2762,828
2763,2763,843
2764,2764,842
2765,2765,844
2766,2766,854
2767,2767,858
2768,2768,865
2769,2769,874
2770,2770,875
2771,2771,879
2772,2772,880
2773,2773,887
2774,2774,887
2775,2775,905
2776,2776,907
2777,2777,914
2778,2778,919
2779,2779,930
2780,2780,940
2781,2781,939
2782,2782,951
2783,2783,965
2784,2784,962
2785,2785,968
2786,2786,990
2787,2787,997
2788,2788,992
2789,2789,1010
2790,2790,1008
2791,2791,1004
2792,2792,1015
2793,2793,1041
2794,2794,1026
2795,2795,1041
2796,2796,1041
2797,2797,1051
2798,2798,1043
2799,2799,1054
2800,2800,1045
2801,2801,1068
2802,2802,1086
2803,2803,1085
2804,2804,1090
2805,2805,1100
2806,2806,1126
2807,2807,1104
2808,2808,1147
2809,2809,1126
2810,2810,1138
2811,2811,1150
2812,2812,1164
2813,2813,1166
2814,2814,1153
2815,2815,1139
2816,2816,1134
2817,2817,1150
2818,2818,1148
2819,2819,1149
2820,2820,1140
2821,2821,0
2822,2822,0
2823,2823,654
2824,2824,672
2825,2825,682
2826,2826,674
2827,2827,654
2828,2828,675
2829,2829,723
2830,2830,703
2831,2831,733
2832,2832,713
2833,2833,740
2834,2834,747
2835,2835,726
2836,2836,742
2837,2837,745
2838,2838,754
2839,2839,769
2840,2840,765
2841,2841,765
2842,2842,774
2843,2843,773
2844,2844,782
2845,2845,796
2846,2846,788
2847,2847,796
2848,2848,814
2849,2849,820
2850,2850,808
2851,2851,825
2852,2852,827
2853,2853,824
2854,2854,837
2855,2855,855
2856,2856,845
2857,2857,848
2858,2858,849
2859,2859,854
2860,2860,870
2861,2861,863
2862,2862,872
2863,2863,872
2864,2864,886
2865,2865,892
2866,2866,904
2867,2867,908
2868,2868,908
2869,2869,923
2870,2870,932
2871,2871,929
2872,2872,938
2873,2873,933
2874,2874,950
2875,2875,942
2876,2876,963
2877,2877,975
2878,2878,964
2879,2879,980
2880,2880,986
2881,2881,991
2882,2882,988
2883,2883,1015
2884,2884,1017
2885,2885,1022
2886,2886,1029
2887,2887,1028
2888,2888,1052
2889,2889,1035
2890,2890,1060
2891,2891,1072
2892,2892,1072
2893,2893,1091
2894,2894,1085
2895,2895,1102
2896,2896,1101
2897,2897,1112
2898,2898,1096
2899,2899,1133
2900,2900,1138
2901,2901,1138
2902,2902,1140
2903,2903,1155
2904,2904,1148
2905,2905,1158
2906,2906,1162
2907,2907,1174
2908,2908,1171
2909,2909,1180
2910,2910,1196
2911,2911,1193
2912,2912,1203
2913,2913,1234
2914,2914,1242
2915,2915,1251
2916,2916,1240
2917,2917,1266
2918,2918,1281
2919,2919,1293
2920,2920,1225
2921,2921,1205
2922,2922,1258
2923,2923,668
2924,2924,678
2925,2925,672
2926,2926,679
2927,2927,683
2928,2928,690
2929,2929,694
2930,2930,698
2931,2931,705
2932,2932,698
2933,2933,702
2934,2934,709
2935,2935,720
2936,2936,723
2937,2937,732
2938,2938,728
2939,2939,746
2940,2940,742
2941,2941,754
2942,2942,745
2943,2943,759
2944,2944,753
2945,2945,753
2946,2946,776
2947,2947,771
2948,2948,778
2949,2949,788
2950,2950,782
2951,2951,790
2952,2952,801
2953,2953,806
2954,2954,806
2955,2955,814
2956,2956,820
2957,2957,825
2958,2958,832
2959,2959,832
2960,2960,852
2961,2961,839
2962,2962,855
2963,2963,858
2964,2964,864
2965,2965,849
2966,2966,860
2967,2967,863
2968,2968,865
2969,2969,877
2970,2970,872
2971,2971,881
2972,2972,879
2973,2973,896
2974,2974,914
2975,2975,911
2976,2976,926
2977,2977,931
2978,2978,934
2979,2979,949
2980,2980,940
2981,2981,960
2982,2982,962
2983,2983,972
2984,2984,966
2985,2985,982
2986,2986,979
2987,2987,990
2988,2988,1004
2989,2989,1009
2990,2990,1009
2991,2991,1019
2992,2992,1021
2993,2993,1027
2994,2994,1033
2995,2995,1047
2996,2996,1048
2997,2997,1046
2998,2998,1059
2999,2999,1078
3000,3000,1082
3001,3001,1089
3002,3002,1107
3003,3003,1099
3004,3004,1108
3005,3005,1117
3006,3006,1129
3007,3007,1125
3008,3008,1139
3009,3009,1133
3010,3010,1155
3011,3011,1153
3012,3012,1169
3013,3013,1163
3014,3014,1171
3015,3015,1189
3016,3016,1203
3017,3017,1202
3018,3018,1215
3019,3019,1214
3020,3020,1213
3021,3021,1246
3022,3022,1221
3023,3023,1244
3024,3024,1255
3025,3025,1260
3026,3026,1232
3027,3027,1222
3028,3028,1213
3029,3029,1231
3030,3030,1213
3031,3031,1203
3032,3032,1258
3033,3033,1259
3034,3034,669
3035,3035,667
3036,3036,678
3037,3037,697
3038,3038,699
3039,3039,714
3040,3040,707
3041,3041,713
3042,3042,726
3043,3043,721
3044,3044,725
3045,3045,727
3046,3046,749
3047,3047,743
3048,3048,753
3049,3049,749
3050,3050,752
3051,3051,763
3052,3052,771
3053,3053,779
3054,3054,767
3055,3055,769
3056,3056,793
3057,3057,779
3058,3058,788
3059,3059,803
3060,3060,795
3061,3061,816
3062,3062,822
3063,3063,822
3064,3064,823
3065,3065,808
3066,3066,831
3067,3067,849
3068,3068,833
3069,3069,838
3070,3070,859
3071,3071,852
3072,3072,871
3073,3073,864
3074,3074,882
3075,3075,875
3076,3076,877
3077,3077,901
3078,3078,904
3079,3079,910
3080,3080,907
3081,3081,915
3082,3082,921
3083,3083,925
3084,3084,932
3085,3085,941
3086,3086,945
3087,3087,944
3088,3088,949
3089,3089,957
3090,3090,982
3091,3091,986
3092,3092,976
3093,3093,970
3094,3094,981
3095,3095,987
3096,3096,993
3097,3097,1011
3098,3098,1015
3099,3099,1003
3100,3100,1027
3101,3101,1013
3102,3102,1031
3103,3103,1034
3104,3104,1051
3105,3105,1061
3106,3106,1071
3107,3107,1059
3108,3108,1069
3109,3109,1069
3110,3110,1080
3111,3111,1102
3112,3112,1111
3113,3113,1109
3114,3114,1133
3115,3115,1140
3116,3116,1144
3117,3117,1154
3118,3118,1152
3119,3119,1151
3120,3120,1141
3121,3121,1151
3122,3122,1123
3123,3123,1121
3124,3124,1141
3125,3125,599
3126,3126,601
3127,3127,593
3128,3128,584
3129,3129,603
3130,3130,595
3131,3131,597
3132,3132,648
3133,3133,649
3134,3134,651
3135,3135,654
3136,3136,663
3137,3137,671
3138,3138,671
3139,3139,686
3140,3140,675
3141,3141,694
3142,3142,696
3143,3143,697
3144,3144,709
3145,3145,697
3146,3146,702
3147,3147,702
3148,3148,710
3149,3149,711
3150,3150,726
3151,3151,720
3152,3152,724
3153,3153,744
3154,3154,735
3155,3155,757
3156,3156,756
3157,3157,761
3158,3158,768
3159,3159,760
3160,3160,776
3161,3161,784
3162,3162,782
3163,3163,784
3164,3164,786
3165,3165,803
3166,3166,805
3167,3167,803
3168,3168,813
3169,3169,818
3170,3170,822
3171,3171,835
3172,3172,839
3173,3173,834
3174,3174,843
3175,3175,857
3176,3176,859
3177,3177,863
3178,3178,867
3179,3179,886
3180,3180,893
3181,3181,894
3182,3182,891
3183,3183,894
3184,3184,895
3185,3185,905
3186,3186,912
3187,3187,926
3188,3188,895
3189,3189,933
3190,3190,936
3191,3191,943
3192,3192,950
3193,3193,961
3194,3194,966
3195,3195,401
3196,3196,972
3197,3197,987
3198,3198,997
3199,3199,991
3200,3200,999
3201,3201,1017
3202,3202,1037
3203,3203,1026
3204,3204,1032
3205,3205,1011
3206,3206,1026
3207,3207,1029
3208,3208,1044
3209,3209,1037
3210,3210,1024
3211,3211,1047
3212,3212,1044
3213,3213,1064
3214,3214,1085
3215,3215,1094
3216,3216,1119
3217,3217,1125
3218,3218,1137
3219,3219,1139
3220,3220,1139
3221,3221,1109
3222,3222,1103
3223,3223,1096
3224,3224,1113
3225,3225,1131
3226,3226,1125
3227,3227,1137
3228,3228,1127
3229,3229,590
3230,3230,586
3231,3231,586
3232,3232,591
3233,3233,613
3234,3234,613
3235,3235,612
3236,3236,625
3237,3237,632
3238,3238,641
3239,3239,641
3240,3240,633
3241,3241,641
3242,3242,642
3243,3243,650
3244,3244,648
3245,3245,651
3246,3246,665
3247,3247,662
3248,3248,668
3249,3249,667
3250,3250,677
3251,3251,676
3252,3252,691
3253,3253,685
3254,3254,698
3255,3255,691
3256,3256,703
3257,3257,706
3258,3258,713
3259,3259,725
3260,3260,721
3261,3261,734
3262,3262,724
3263,3263,724
3264,3264,746
3265,3265,736
3266,3266,749
3267,3267,756
3268,3268,758
3269,3269,771
3270,3270,771
3271,3271,772
3272,3272,771
3273,3273,784
3274,3274,800
3275,3275,784
3276,3276,807
3277,3277,807
3278,3278,805
3279,3279,807
3280,3280,822
3281,3281,824
3282,3282,829
3283,3283,837
3284,3284,842
3285,3285,844
3286,3286,852
3287,3287,857
3288,3288,859
3289,3289,863
3290,3290,857
3291,3291,865
3292,3292,869
3293,3293,887
3294,3294,902
3295,3295,910
3296,3296,901
3297,3297,924
3298,3298,931
3299,3299,928
3300,3300,931
3301,3301,953
3302,3302,948
3303,3303,951
3304,3304,956
3305,3305,979
3306,3306,973
3307,3307,981
3308,3308,989
3309,3309,988
3310,3310,1000
3311,3311,1015
3312,3312,1031
3313,3313,1027
3314,3314,1039
3315,3315,1049
3316,3316,1033
3317,3317,1078
3318,3318,1069
3319,3319,1061
3320,3320,1083
3321,3321,1096
3322,3322,1067
3323,3323,1028
3324,3324,1021
3325,3325,1032
3326,3326,1040
3327,3327,1040
3328,3328,568
3329,3329,556
3330,3330,576
3331,3331,571
3332,3332,577
3333,3333,580
3334,3334,588
3335,3335,592
3336,3336,585
3337,3337,597
3338,3338,588
3339,3339,596
3340,3340,614
3341,3341,596
3342,3342,609
3343,3343,602
3344,3344,620
3345,3345,623
3346,3346,620
3347,3347,626
3348,3348,628
3349,3349,638
3350,3350,640
3351,3351,643
3352,3352,639
3353,3353,652
3354,3354,649
3355,3355,652
3356,3356,651
3357,3357,668
3358,3358,664
3359,3359,676
3360,3360,675
3361,3361,687
3362,3362,691
3363,3363,692
3364,3364,694
3365,3365,694
3366,3366,702
3367,3367,709
3368,3368,409
3369,3369,713
3370,3370,726
3371,3371,726
3372,3372,734
3373,3373,734
3374,3374,739
3375,3375,750
3376,3376,745
3377,3377,765
3378,3378,766
3379,3379,754
3380,3380,759
3381,3381,761
3382,3382,771
3383,3383,775
3384,3384,783
3385,3385,798
3386,3386,797
3387,3387,803
3388,3388,809
3389,3389,806
3390,3390,808
3391,3391,816
3392,3392,823
3393,3393,830
3394,3394,820
3395,3395,822
3396,3396,834
3397,3397,841
3398,3398,843
3399,3399,840
3400,3400,856
3401,3401,852
3402,3402,880
3403,3403,868
3404,3404,878
3405,3405,883
3406,3406,887
3407,3407,890
3408,3408,891
3409,3409,881
3410,3410,894
3411,3411,892
3412,3412,901
3413,3413,898
3414,3414,923
3415,3415,931
3416,3416,948
3417,3417,952
3418,3418,962
3419,3419,969
3420,3420,969
3421,3421,983
3422,3422,984
3423,3423,987
3424,3424,988
3425,3425,1007
3426,3426,1000
3427,3427,1013
3428,3428,990
3429,3429,543
3430,3430,538
3431,3431,544
3432,3432,556
3433,3433,549
3434,3434,552
3435,3435,561
3436,3436,569
3437,3437,577
3438,3438,578
3439,3439,573
3440,3440,583
3441,3441,583
3442,3442,598
3443,3443,596
3444,3444,598
3445,3445,591
3446,3446,601
3447,3447,606
3448,3448,615
3449,3449,614
3450,3450,629
3451,3451,615
3452,3452,630
3453,3453,636
3454,3454,640
3455,3455,633
3456,3456,641
3457,3457,648
3458,3458,650
3459,3459,651
3460,3460,662
3461,3461,666
3462,3462,672
3463,3463,679
3464,3464,677
3465,3465,687
3466,3466,694
3467,3467,693
3468,3468,694
3469,3469,696
3470,3470,698
3471,3471,710
3472,3472,703
3473,3473,724
3474,3474,728
3475,3475,728
3476,3476,735
3477,3477,737
3478,3478,747
3479,3479,737
3480,3480,760
3481,3481,748
3482,3482,748
3483,3483,768
3484,3484,768
3485,3485,770
3486,3486,776
3487,3487,775
3488,3488,785
3489,3489,798
3490,3490,793
3491,3491,802
3492,3492,812
3493,3493,806
3494,3494,820
3495,3495,821
3496,3496,824
3497,3497,819
3498,3498,839
3499,3499,848
3500,3500,859
3501,3501,854
3502,3502,869
3503,3503,864
3504,3504,877
3505,3505,887
3506,3506,902
3507,3507,900
3508,3508,896
3509,3509,901
3510,3510,912
3511,3511,924
3512,3512,938
3513,3513,937
3514,3514,941
3515,3515,952
3516,3516,928
3517,3517,919
3518,3518,943
3519,3519,949
3520,3520,945
3521,3521,925
3522,3522,928
3523,3523,949
3524,3524,942
3525,3525,934
3526,3526,956
3527,3527,955
3528,3528,962
3529,3529,947
3530,3530,944
3531,3531,992
3532,3532,999
3533,3533,1006
3534,3534,981
3535,3535,988
3536,3536,1019
3537,3537,575
3538,3538,583
3539,3539,575
3540,3540,574
3541,3541,590
3542,3542,593
3543,3543,602
3544,3544,597
3545,3545,602
3546,3546,611
3547,3547,613
3548,3548,612
3549,3549,614
3550,3550,626
3551,3551,620
3552,3552,631
3553,3553,634
3554,3554,640
3555,3555,632
3556,3556,637
3557,3557,646
3558,3558,654
3559,3559,652
3560,3560,660
3561,3561,662
3562,3562,658
3563,3563,664
3564,3564,663
3565,3565,684
3566,3566,667
3567,3567,677
3568,3568,690
3569,3569,694
3570,3570,698
3571,3571,706
3572,3572,703
3573,3573,698
3574,3574,707
3575,3575,710
3576,3576,728
3577,3577,736
3578,3578,730
3579,3579,729
3580,3580,747
3581,3581,745
3582,3582,749
3583,3583,748
3584,3584,766
3585,3585,765
3586,3586,770
3587,3587,773
3588,3588,779
3589,3589,783
3590,3590,810
3591,3591,807
3592,3592,797
3593,3593,806
3594,3594,821
3595,3595,829
3596,3596,823
3597,3597,838
3598,3598,834
3599,3599,846
3600,3600,852
3601,3601,856
3602,3602,855
3603,3603,851
3604,3604,866
3605,3605,882
3606,3606,882
3607,3607,881
3608,3608,879
3609,3609,883
3610,3610,899
3611,3611,907
3612,3612,914
3613,3613,915
3614,3614,931
3615,3615,925
3616,3616,938
3617,3617,937
3618,3618,950
3619,3619,956
3620,3620,958
3621,3621,966
3622,3622,972
3623,3623,972
3624,3624,979
3625,3625,989
3626,3626,995
3627,3627,985
3628,3628,1006
3629,3629,1017
3630,3630,1012
3631,3631,1025
3632,3632,1032
3633,3633,1046
3634,3634,1045
3635,3635,1052
3636,3636,1058
3637,3637,1066
3638,3638,1068
3639,3639,1077
3640,3640,1096
3641,3641,1109
3642,3642,1091
3643,3643,1082
3644,3644,1079
3645,3645,1095
3646,3646,1100
3647,3647,1087
3648,3648,617
3649,3649,630
